order_id,order_date,sku,product_name,category,color,size,unit_price,quantity,revenue
1049,2022-01-02 18:44:53,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Pink,M,26.34,1,26.34
1049,2022-01-02 18:44:53,ACCESSORY-001,Leather Belt,Accessories,Blue,One Size,26.59,1,26.59
1050,2022-01-02 10:32:41,DRESS-001,Summer Maxi Dress,Dresses,Green,XS,62.77,1,62.77
1051,2022-01-02 16:45:09,SHORTS-001,Chino Shorts,Bottoms,Pink,M,33.05,1,33.05
1052,2022-01-02 16:29:27,ACCESSORY-001,Leather Belt,Accessories,Gray,One Size,25.91,1,25.91
1052,2022-01-02 16:29:27,SWEATER-001,Cable Knit Sweater,Tops,Pink,L,65.91,1,65.91
1052,2022-01-02 16:29:27,JEANS-001,Slim Fit Denim Jeans,Bottoms,Navy,M,62.1,1,62.1
1053,2022-01-02 13:21:17,JACKET-001,Denim Jacket,Outerwear,Gray,XL,61.97,1,61.97
1053,2022-01-02 13:21:17,SWEATER-001,Cable Knit Sweater,Tops,Brown,S,68.84,1,68.84
1053,2022-01-02 13:21:17,JEANS-001,Slim Fit Denim Jeans,Bottoms,Gray,L,60.42,2,120.84
1054,2022-01-03 17:33:22,SHORTS-001,Chino Shorts,Bottoms,Brown,XXL,24.25,1,24.25
1055,2022-01-03 10:46:12,SHORTS-001,Chino Shorts,Bottoms,Navy,XXL,26.33,1,26.33
1056,2022-01-03 13:46:37,SHORTS-001,Chino Shorts,Bottoms,Gray,XS,25.27,1,25.27
1056,2022-01-03 13:46:37,JACKET-001,Denim Jacket,Outerwear,Black,M,88.33,2,176.66
1056,2022-01-03 13:46:37,SHIRT-001,Classic Dress Shirt,Tops,Brown,One Size,31.23,1,31.23
1056,2022-01-03 13:46:37,JACKET-001,Denim Jacket,Outerwear,Blue,L,54.95,1,54.95
1057,2022-01-03 16:07:52,SWEATER-001,Cable Knit Sweater,Tops,Navy,S,82.03,2,164.06
1058,2022-01-03 10:15:07,DRESS-001,Summer Maxi Dress,Dresses,Pink,One Size,44.5,1,44.5
1058,2022-01-03 10:15:07,SWEATER-001,Cable Knit Sweater,Tops,Pink,M,75.07,1,75.07
1059,2022-01-03 18:03:39,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,S,17.31,1,17.31
1059,2022-01-03 18:03:39,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,XS,44.31,1,44.31
1059,2022-01-03 18:03:39,ACCESSORY-001,Leather Belt,Accessories,Black,One Size,23.33,1,23.33
1059,2022-01-03 18:03:39,SWEATER-001,Cable Knit Sweater,Tops,Pink,M,76.96,2,153.92
1060,2022-01-03 15:07:34,SHIRT-001,Classic Dress Shirt,Tops,Navy,One Size,32.04,1,32.04
1061,2022-01-03 13:38:47,JACKET-001,Denim Jacket,Outerwear,Red,L,87.06,1,87.06
1061,2022-01-03 13:38:47,SHORTS-001,Chino Shorts,Bottoms,White,L,32.97,1,32.97
1061,2022-01-03 13:38:47,SKIRT-001,A-Line Midi Skirt,Bottoms,White,XS,33.04,1,33.04
1062,2022-01-03 18:37:01,JACKET-001,Denim Jacket,Outerwear,Navy,One Size,73.74,1,73.74
1062,2022-01-03 18:37:01,JACKET-001,Denim Jacket,Outerwear,Green,XL,76.15,1,76.15
1062,2022-01-03 18:37:01,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,L,17.91,1,17.91
1062,2022-01-03 18:37:01,SHIRT-001,Classic Dress Shirt,Tops,Brown,XXL,43.48,1,43.48
1063,2022-01-03 21:35:02,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,XS,45.23,1,45.23
1064,2022-01-03 09:42:55,DRESS-001,Summer Maxi Dress,Dresses,Brown,XL,56.66,3,169.98
1064,2022-01-03 09:42:55,HOODIE-001,Premium Zip Hoodie,Outerwear,Red,S,58.78,1,58.78
1065,2022-01-03 10:01:40,HOODIE-001,Premium Zip Hoodie,Outerwear,Beige,M,44.11,1,44.11
1065,2022-01-03 10:01:40,HOODIE-001,Premium Zip Hoodie,Outerwear,Brown,XS,71.59,1,71.59
1066,2022-01-03 11:31:59,SHORTS-001,Chino Shorts,Bottoms,Brown,L,32.7,1,32.7
1066,2022-01-03 11:31:59,SHORTS-001,Chino Shorts,Bottoms,Beige,XL,29.04,2,58.08
1067,2022-01-03 10:17:49,DRESS-001,Summer Maxi Dress,Dresses,Beige,One Size,39.56,1,39.56
1067,2022-01-03 10:17:49,JACKET-001,Denim Jacket,Outerwear,Brown,XL,82.56,1,82.56
1068,2022-01-03 16:22:21,SHORTS-001,Chino Shorts,Bottoms,Gray,M,32.66,1,32.66
1068,2022-01-03 16:22:21,DRESS-001,Summer Maxi Dress,Dresses,Green,One Size,42.63,1,42.63
1069,2022-01-03 20:58:51,SHIRT-001,Classic Dress Shirt,Tops,Navy,XS,44.21,1,44.21
1070,2022-01-03 10:55:54,SHORTS-001,Chino Shorts,Bottoms,Navy,XS,28.71,1,28.71
1071,2022-01-03 11:04:30,JACKET-001,Denim Jacket,Outerwear,Green,XXL,83.54,1,83.54
1071,2022-01-03 11:04:30,SHORTS-001,Chino Shorts,Bottoms,Brown,M,29.66,1,29.66
1072,2022-01-03 10:15:40,JACKET-001,Denim Jacket,Outerwear,White,XXL,62.86,1,62.86
1072,2022-01-03 10:15:40,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Red,XXL,22.57,1,22.57
1073,2022-01-03 21:03:18,DRESS-001,Summer Maxi Dress,Dresses,Navy,XL,38.48,3,115.44
1074,2022-01-03 15:39:43,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,25.77,3,77.31
1075,2022-01-03 21:29:57,SHORTS-001,Chino Shorts,Bottoms,,L,33.27,1,33.27
1076,2022-01-03 15:44:16,JACKET-001,Denim Jacket,Outerwear,Brown,L,57.65,1,57.65
1077,2022-01-03 14:36:18,JACKET-001,Denim Jacket,Outerwear,Black,M,77.54,3,232.62
1077,2022-01-03 14:36:18,JEANS-001,Slim Fit Denim Jeans,Bottoms,Brown,XXL,81.87,1,81.87
1077,2022-01-03 14:36:18,HOODIE-001,Premium Zip Hoodie,Outerwear,Gray,M,62.94,1,62.94
1077,2022-01-03 14:36:18,SHIRT-001,Classic Dress Shirt,Tops,Black,XXL,38.94,1,38.94
1078,2022-01-03 18:23:46,JACKET-001,Denim Jacket,Outerwear,Navy,L,66.89,1,66.89
1079,2022-01-03 14:33:32,SHIRT-001,Classic Dress Shirt,Tops,Brown,One Size,49.49,1,49.49
1079,2022-01-03 14:33:32,SKIRT-001,A-Line Midi Skirt,Bottoms,White,L,33.77,1,33.77
1079,2022-01-03 14:33:32,DRESS-001,Summer Maxi Dress,Dresses,Beige,One Size,50.83,1,50.83
1080,2022-01-03 09:16:34,SKIRT-001,A-Line Midi Skirt,Bottoms,Red,XXL,40.36,1,40.36
1081,2022-01-03 14:06:43,JEANS-001,Slim Fit Denim Jeans,Bottoms,Blue,XL,71.4,1,71.4
1082,2022-01-03 10:40:52,JACKET-001,Denim Jacket,Outerwear,Navy,XS,50.8,1,50.8
1083,2022-01-03 16:07:06,SHORTS-001,Chino Shorts,Bottoms,Beige,M,29.44,3,88.32000000000001
1084,2022-01-03 11:56:26,SWEATER-001,Cable Knit Sweater,Tops,Black,M,65.31,1,65.31
1084,2022-01-03 11:56:26,SWEATER-001,Cable Knit Sweater,Tops,Blue,One Size,55.73,1,55.73
1085,2022-01-03 17:57:41,DRESS-001,Summer Maxi Dress,Dresses,Brown,XS,38.28,1,38.28
1086,2022-01-03 19:38:01,SKIRT-001,A-Line Midi Skirt,Bottoms,Pink,S,33.86,1,33.86
1087,2022-01-03 17:13:37,HOODIE-001,Premium Zip Hoodie,Outerwear,Pink,S,48.89,1,48.89
1088,2022-01-03 11:08:34,SHIRT-001,Classic Dress Shirt,Tops,Black,S,43.39,2,86.78
1089,2022-01-03 18:20:01,JEANS-001,Slim Fit Denim Jeans,Bottoms,White,XL,71.44,3,214.32
1090,2022-01-03 21:23:32,SWEATER-001,Cable Knit Sweater,Tops,Black,XL,78.63,1,78.63
1090,2022-01-03 21:23:32,SHORTS-001,Chino Shorts,Bottoms,Black,XXL,23.05,1,23.05
1091,2022-01-03 15:27:43,SWEATER-001,Cable Knit Sweater,Tops,Pink,M,49.56,2,99.12
1092,2022-01-03 18:40:37,SKIRT-001,A-Line Midi Skirt,Bottoms,Beige,XL,32.76,1,32.76
1092,2022-01-03 18:40:37,DRESS-001,Summer Maxi Dress,Dresses,Beige,One Size,51.4,2,102.8
1093,2022-01-03 16:56:14,SWEATER-001,Cable Knit Sweater,Tops,White,XXL,56.61,1,56.61
1094,2022-01-03 13:23:09,SWEATER-001,Cable Knit Sweater,Tops,Green,XS,56.35,2,112.7
1094,2022-01-03 13:23:09,SHIRT-001,Classic Dress Shirt,Tops,Beige,XL,46.26,1,46.26
1095,2022-01-03 15:22:55,DRESS-001,Summer Maxi Dress,Dresses,Black,XXL,62.41,1,62.41
1095,2022-01-03 15:22:55,SKIRT-001,A-Line Midi Skirt,Bottoms,Brown,S,28.49,2,56.98
1096,2022-01-04 14:07:48,HOODIE-001,Premium Zip Hoodie,Outerwear,Beige,One Size,75.29,1,75.29
1097,2022-01-04 18:43:41,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,18.79,1,18.79
1097,2022-01-04 18:43:41,JACKET-001,Denim Jacket,Outerwear,Black,M,56.29,1,56.29
1098,2022-01-04 19:25:04,JEANS-001,Slim Fit Denim Jeans,Bottoms,Green,L,58.02,2,116.04
1099,2022-01-04 13:46:20,ACCESSORY-001,Leather Belt,Accessories,Black,One Size,22.69,1,22.69
1099,2022-01-04 13:46:20,JEANS-001,Slim Fit Denim Jeans,Bottoms,Brown,M,69.21,1,69.21
1100,2022-01-04 16:26:17,SHORTS-001,Chino Shorts,Bottoms,Red,XS,31.8,3,95.4
1101,2022-01-04 17:42:19,DRESS-001,Summer Maxi Dress,Dresses,Black,XS,48.65,1,48.65
1102,2022-01-04 21:08:48,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,XXL,29.88,3,89.64
1103,2022-01-04 20:14:32,SKIRT-001,A-Line Midi Skirt,Bottoms,Black,L,31.62,2,63.24
1103,2022-01-04 20:14:32,SKIRT-001,A-Line Midi Skirt,Bottoms,Green,XL,38.53,1,38.53
1104,2022-01-04 10:25:01,SHIRT-001,Classic Dress Shirt,Tops,Brown,XL,54.77,1,54.77
1104,2022-01-04 10:25:01,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,,XS,20.45,1,20.45
1104,2022-01-04 10:25:01,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,M,20.24,1,20.24
1104,2022-01-04 10:25:01,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Beige,XS,23.89,1,23.89
1105,2022-01-04 14:22:46,SHIRT-001,Classic Dress Shirt,Tops,Red,S,38.34,1,38.34
1105,2022-01-04 14:22:46,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Brown,One Size,21.59,1,21.59
1105,2022-01-04 14:22:46,ACCESSORY-001,Leather Belt,Accessories,Pink,,30.05,1,30.05
1105,2022-01-04 14:22:46,SKIRT-001,A-Line Midi Skirt,Bottoms,Blue,XXL,27.13,1,27.13
1106,2022-01-04 16:40:19,ACCESSORY-001,Leather Belt,Accessories,Red,One Size,21.9,2,43.8
1106,2022-01-04 16:40:19,SKIRT-001,A-Line Midi Skirt,Bottoms,White,XS,37.9,1,37.9
1107,2022-01-04 16:37:35,JEANS-001,Slim Fit Denim Jeans,Bottoms,Pink,One Size,66.08,1,66.08
1107,2022-01-04 16:37:35,SWEATER-001,Cable Knit Sweater,Tops,Brown,XS,58.7,1,58.7
1107,2022-01-04 16:37:35,SKIRT-001,A-Line Midi Skirt,Bottoms,Beige,XS,33.91,1,33.91
1107,2022-01-04 16:37:35,SWEATER-001,Cable Knit Sweater,Tops,Beige,XL,65.64,1,65.64
1108,2022-01-04 13:24:26,ACCESSORY-001,Leather Belt,Accessories,White,One Size,23.62,3,70.86
1108,2022-01-04 13:24:26,DRESS-001,Summer Maxi Dress,Dresses,Pink,XXL,56.31,1,56.31
1109,2022-01-04 18:42:09,JACKET-001,Denim Jacket,Outerwear,Green,XXL,63.26,1,63.26
1109,2022-01-04 18:42:09,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,L,25.64,1,25.64
1109,2022-01-04 18:42:09,SHORTS-001,Chino Shorts,Bottoms,Blue,XL,21.55,3,64.65
1110,2022-01-04 12:21:49,HOODIE-001,Premium Zip Hoodie,Outerwear,White,S,56.14,1,56.14
1111,2022-01-04 17:49:34,SHORTS-001,Chino Shorts,Bottoms,Pink,One Size,23.33,3,69.99
1111,2022-01-04 17:49:34,SHIRT-001,Classic Dress Shirt,Tops,Pink,XXL,45.02,1,45.02
1111,2022-01-04 17:49:34,SWEATER-001,Cable Knit Sweater,Tops,Gray,XXL,80.48,3,241.44
1112,2022-01-04 21:47:50,SHORTS-001,Chino Shorts,Bottoms,Brown,One Size,31.36,1,31.36
1113,2022-01-04 19:36:28,JACKET-001,Denim Jacket,Outerwear,Beige,XL,63.53,1,63.53
1114,2022-01-04 12:51:38,JACKET-001,Denim Jacket,Outerwear,Blue,One Size,66.41,3,199.23
1115,2022-01-04 17:54:07,SHIRT-001,Classic Dress Shirt,Tops,Navy,XL,44.49,1,44.49
1116,2022-01-04 12:52:28,JEANS-001,Slim Fit Denim Jeans,Bottoms,Beige,L,59.42,1,59.42
1116,2022-01-04 12:52:28,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,XS,27.91,1,27.91
1116,2022-01-04 12:52:28,SKIRT-001,A-Line Midi Skirt,Bottoms,Black,S,35.27,1,35.27
1117,2022-01-04 20:53:08,SWEATER-001,Cable Knit Sweater,Tops,White,XS,47.32,1,47.32
1117,2022-01-04 20:53:08,SHIRT-001,Classic Dress Shirt,Tops,Pink,XXL,39.48,1,39.48
1118,2022-01-04 13:15:19,HOODIE-001,Premium Zip Hoodie,Outerwear,Pink,One Size,51.0,1,51.0
1119,2022-01-04 16:38:34,SHORTS-001,Chino Shorts,Bottoms,Navy,XXL,22.87,1,22.87
1120,2022-01-04 14:15:36,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,White,M,26.23,1,26.23
1121,2022-01-04 21:32:35,SWEATER-001,Cable Knit Sweater,Tops,,M,69.35,3,208.04999999999998
1122,2022-01-04 10:22:15,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,XXL,17.41,1,17.41
1122,2022-01-04 10:22:15,SKIRT-001,A-Line Midi Skirt,Bottoms,Brown,S,43.45,1,43.45
1123,2022-01-04 11:51:08,SWEATER-001,Cable Knit Sweater,Tops,,XS,72.4,2,144.8
1124,2022-01-04 13:32:25,SHORTS-001,Chino Shorts,Bottoms,Gray,XS,28.41,1,28.41
1124,2022-01-04 13:32:25,JEANS-001,Slim Fit Denim Jeans,Bottoms,Red,M,52.2,1,52.2
1124,2022-01-04 13:32:25,DRESS-001,Summer Maxi Dress,Dresses,Blue,L,60.94,1,60.94
1124,2022-01-04 13:32:25,SWEATER-001,Cable Knit Sweater,Tops,Beige,One Size,52.02,1,52.02
1125,2022-01-04 15:05:27,SHIRT-001,Classic Dress Shirt,Tops,White,M,36.54,1,36.54
1125,2022-01-04 15:05:27,JACKET-001,Denim Jacket,Outerwear,Green,XXL,60.47,1,60.47
1126,2022-01-04 16:02:46,SKIRT-001,A-Line Midi Skirt,Bottoms,Red,L,41.01,1,41.01
1126,2022-01-04 16:02:46,JEANS-001,Slim Fit Denim Jeans,Bottoms,Beige,M,76.76,3,230.28000000000003
1126,2022-01-04 16:02:46,JEANS-001,Slim Fit Denim Jeans,Bottoms,Navy,XS,55.97,3,167.91
1127,2022-01-04 14:23:24,JEANS-001,Slim Fit Denim Jeans,Bottoms,Brown,XXL,75.23,1,75.23
1127,2022-01-04 14:23:24,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Blue,XL,21.39,1,21.39
1127,2022-01-04 14:23:24,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,XS,55.94,1,55.94
1128,2022-01-04 17:07:16,SWEATER-001,Cable Knit Sweater,Tops,Red,XL,79.15,1,79.15
1128,2022-01-04 17:07:16,HOODIE-001,Premium Zip Hoodie,Outerwear,Navy,L,66.87,2,133.74
1129,2022-01-04 10:51:43,SKIRT-001,A-Line Midi Skirt,Bottoms,White,XXL,34.86,1,34.86
1129,2022-01-04 10:51:43,JACKET-001,Denim Jacket,Outerwear,Navy,XXL,81.57,1,81.57
1129,2022-01-04 10:51:43,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,One Size,19.04,1,19.04
1129,2022-01-04 10:51:43,SKIRT-001,A-Line Midi Skirt,Bottoms,Brown,M,41.38,1,41.38
1130,2022-01-04 18:56:05,DRESS-001,Summer Maxi Dress,Dresses,Brown,XXL,54.4,1,54.4
1131,2022-01-04 18:04:08,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Beige,XXL,22.0,1,22.0
1131,2022-01-04 18:04:08,SHORTS-001,Chino Shorts,Bottoms,Navy,S,30.8,1,30.8
1131,2022-01-04 18:04:08,JEANS-001,Slim Fit Denim Jeans,Bottoms,Navy,XL,54.15,1,54.15
1131,2022-01-04 18:04:08,HOODIE-001,Premium Zip Hoodie,Outerwear,Red,XL,62.3,1,62.3
1132,2022-01-04 19:35:17,JACKET-001,Denim Jacket,Outerwear,Beige,XS,78.26,1,78.26
1133,2022-01-04 18:09:10,ACCESSORY-001,Leather Belt,Accessories,Pink,One Size,21.88,1,21.88
1133,2022-01-04 18:09:10,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Gray,XXL,23.65,3,70.94999999999999
1134,2022-01-04 19:01:31,SHORTS-001,Chino Shorts,Bottoms,Brown,M,27.49,1,27.49
1134,2022-01-04 19:01:31,DRESS-001,Summer Maxi Dress,Dresses,Black,XS,41.83,1,41.83
1134,2022-01-04 19:01:31,SWEATER-001,Cable Knit Sweater,Tops,Navy,XL,62.64,1,62.64
1135,2022-01-04 20:55:22,SHIRT-001,Classic Dress Shirt,Tops,Beige,XL,33.33,1,33.33
1135,2022-01-04 20:55:22,TSHIRT-001,Cotton Crew Neck T-Shirt,Tops,Navy,S,16.79,1,16.79
1135,2022-01-04 20:55:22,DRESS-001,Summer Maxi Dress,Dresses,Gray,L,66.87,1,66.87
1135,2022-01-04 20:55:22,SKIRT-001,A-Line Midi Skirt,Bottoms,Blue,XXL,28.39,1,28.39
1136,2022-01-04 17:29:31,SWEATER-001,Cable Knit Sweater,Tops,Brown,XL,72.66,3,217.98
1136,2022-01-04 17:29:31,SKIRT-001,A-Line Midi Skirt,Bottoms,Pink,L,43.73,3,131.19
1136,2022-01-04 17:29:31,SWEATER-001,Cable Knit Sweater,Tops,,XS,68.81,1,68.81
